drink_name,ingredient,measurement,unit
Paloma,mezcal or tequila,0.25,cup
Paloma,club soda,0.25,cup
Clementine Mulled Cider,quart apple cider,1.0,
Clementine Mulled Cider,"clementines, cut into strips",2.0,
Clementine Mulled Cider,cinnamon stick,1.0,
Clementine Mulled Cider,whole cloves,6.0,
Clementine Mulled Cider,rum (optional),8.0,ounces
Bill Hecks Old Fashioned,sugar cubes,2.0,
Bill Hecks Old Fashioned,of Angostura bitters,4.0,dashes
Bill Hecks Old Fashioned,lemon wheel,1.0,
Bill Hecks Old Fashioned,lime wheel,1.0,
Bill Hecks Old Fashioned,orange wheel,1.0,
Bill Hecks Old Fashioned,maraschino cherry,1.0,
Bill Hecks Old Fashioned,grenadine,0.5,teaspoons
Bill Hecks Old Fashioned,bourbon or rye whiskey,0.25,cup
Bill Hecks Old Fashioned,Club soda,N/A,N/A
Bill Hecks Old Fashioned,Ginger ale,N/A,N/A
El Chupacabra Martini,orange juice,4.0,blood oranges or 1 cup
El Chupacabra Martini,coconut rum,4.0,ounces
El Chupacabra Martini,açaí juice,2.0,ounces
El Chupacabra Martini,guava nectar,1.0,ounce
El Chupacabra Martini,pineapple nectar,1.0,ounce
El Chupacabra Martini,crushed ice,1.0,cup
El Chupacabra Martini,"blood orange, sliced, for garnish",1.0,
El Chupacabra Martini,"star fruit, sliced (optional), for garnish",1.0,
La Llorona,Pisco Brandy,3.0,ounces
La Llorona,fresh lime juice,1.0,ounce
La Llorona,fresh lemon juice,1.0,ounce
La Llorona,granulated sugar,5.5,tablespoons
La Llorona,Dash of Angostura bitters,N/A,N/A
La Llorona,Crushed ice,N/A,N/A
La Llorona,Dry ice (optional) (see note),N/A,N/A
Philadelphia Fish House Punch,"sliced fresh (or frozen, thawed) peaches",2.0,cups
Philadelphia Fish House Punch,thyme sprigs,12.0,
Philadelphia Fish House Punch,sugar,2.75,cups
Philadelphia Fish House Punch,gold rum (such as Appleton Estate),10.25,cups
Philadelphia Fish House Punch,Cognac,2.0,cups
Philadelphia Fish House Punch,fresh lemon juice,5.5,cups
Philadelphia Fish House Punch,peach liqueur (such as Bols),1.0,cup
BlackberryGin Fi,container blackberries,16.0,-ounce
BlackberryGin Fi,sugar,0.5,cup
BlackberryGin Fi,gin,2.0,cups
BlackberryGin Fi,fresh lime juice,1.0,cup
BlackberryGin Fi,Club soda,N/A,N/A
BlackberryGin Fi,sprigs Thai basil or sweet basil,8.0,
Bloodied Belgian,Ice cubes,N/A,N/A
Bloodied Belgian,Scotch whisky,0.75,ounce
Bloodied Belgian,sweet vermouth,0.75,ounce
Bloodied Belgian,freshly squeezed blood orange juice,2.0,ounces
Bloodied Belgian,Flemish sour ale or kriek lambic,4.0,ounces
Bloodied Belgian,"fresh cherries, for garnish",2.0,
Oatmeal Cookie,Ice cubes,N/A,N/A
Oatmeal Cookie,molasses,3.0,ounces
Oatmeal Cookie,ruby port,3.0,ounces
Oatmeal Cookie,Goldschläger,5.5,ounces
Oatmeal Cookie,oatmeal stout,12.0,ounces
Maru,fresh blackberries,12.0,
Maru,Ice cubes,N/A,N/A
Maru,freshly squeezed mandarin orange juice,4.0,ounces
Maru,St-Germain elderflower liqueur,3.0,ounces
Maru,Chambord,2.0,ounces
Maru,Sapporo,12.0,ounces
CucumberVermouth Sangria,"lemon, thinly sliced, plus more for garnish",1.0,
CucumberVermouth Sangria,"cucumber, thinly sliced, plus more for garnish",1.0,
CucumberVermouth Sangria,dry vermouth such as Dolin,750.0,-milliliter
CucumberVermouth Sangria,blue or orange curaçao liqueur,1.0,ounce
CucumberVermouth Sangria,simple syrup or more to taste,1.0,ounce
CucumberVermouth Sangria,lemon juice,1.0,ounce
CucumberVermouth Sangria,dry gin,2.0,ounces
CucumberVermouth Sangria,cold sparkling water,2.0,cups
CucumberVermouth Sangria,Maraschino liqueur (optional),0.5,to 1 ounce
CucumberVermouth Sangria,Mint for garnish,N/A,N/A
Pineapple Sangria,pineapple juice,3.0,cups
Pineapple Sangria,"dry white wine, such as Chardonnay or Sauvignon Blanc",1.0,bottle
Pineapple Sangria,brandy (pear brandy is nice but not required),1.0,cup
Pineapple Sangria,chunks,1.0,"ripe pineapple, cut into 1-inch"
Pineapple Sangria,pineapple soda,1.0,cup
Pineapple Sangria,"bunch fresh mint, roughly chopped",1.0,
Pineapple Sangria,"orange, sliced",1.0,
Aquavit Spriter,raw sugar,1.0,tablespoon
Aquavit Spriter,"berry preserves, preferably lingonberry",0.75,cup
Aquavit Spriter,),4.0,cups soda water (32 ounces
Aquavit Spriter,aquavit or vodka,2.0,cups
Aquavit Spriter,lemon twists,8.0,
Blueberry Smash,"lemons, sliced into rounds",2.0,
Blueberry Smash,"limes, sliced into rounds",2.0,
Blueberry Smash,fresh blueberries,1.0,cup
Blueberry Smash,(loosely packed) fresh mint leaves plus sprigs for garnish,0.5,cup
Blueberry Smash,vodka,5.5,cups
Blueberry Smash,St-Germain (elderflower liqueur),0.75,cup
The Classic Margarita,"tequila made from 100 percent agave, preferably reposado or blanco",2.0,ounces
The Classic Margarita,Cointreau,1.0,ounce
The Classic Margarita,freshly squeezed lime juice,1.0,ounce
The Classic Margarita,Salt for garnish,N/A,N/A
Agave Margarita,Kosher salt,N/A,N/A
Agave Margarita,lime slices or wedges,2.0,
Agave Margarita,tequila blanco,0.25,cup
Agave Margarita,agave syrup (nectar),1.0,tablespoon
Agave Margarita,fresh lime juice,0.25,cup
To Make an Excellent Cherry Bounce,) preserved Morello cherries,10.0,"to 11 pounds fresh sour cherries, preferably Morello, or 3 jars (1 pound, 9 ounce"
To Make an Excellent Cherry Bounce,brandy,4.0,cups
To Make an Excellent Cherry Bounce,"sugar, plus more as needed",3.0,cups
To Make an Excellent Cherry Bounce,"cinnamon sticks, broken into pieces",2.0,
To Make an Excellent Cherry Bounce,to 3 cloves,2.0,
To Make an Excellent Cherry Bounce,) piece fresh whole nutmeg,1.0,(1/4-inch
Kona Swile,spiced rum,0.25,cup
Kona Swile,orgeat syrup,20.5,teaspoons
Kona Swile,fresh lime juice,2.0,tablespoons
Kona Swile,simple syrup,1.0,teaspoon
Kona Swile,mint sprigs,4.0,
Kona Swile,Peychaud's bitters,2.0,dashes
Kona Swile,Angostura bitters,1.0,dash
The Dandy Lion,"thin slices peeled cucumber, plus 1 slice for garnish",3.0,
The Dandy Lion,absinthe,0.5,ounce
The Dandy Lion,gin,2.0,ounces
The Dandy Lion,lemon juice,0.75,ounce
The Dandy Lion,simple syrup,0.75,ounce
The Dandy Lion,"tonic water, chilled",2.0,to 4 ounces
Rhubarb Collins,frozen rhubarb chunks,4.0,ounce
Rhubarb Collins,sugar,0.5,cup
Rhubarb Collins,gin,2.0,ounces
Rhubarb Collins,lemon juice,1.0,ounce
Rhubarb Collins,"Champagne or soda water, chilled",2.0,to 4 ounces
Rabbit Punch,"whole orange, plus 1 orange cut into thin slices for garnish",1.0,
Rabbit Punch,lemon,1.0,
Rabbit Punch,sugar,1.0,cup
Rabbit Punch,lemon juice,1.0,cup
Rabbit Punch,pineapple juice,1.0,cup
Rabbit Punch,"bourbon, at least 100 proof",750.0,milliliter
Rabbit Punch,Champagne or sparkling wine,1.0,cup
Rabbit Punch,fresh pineapple chunks,1.0,cup
Peach Prosecco,vodka,1.0,ounce
Peach Prosecco,peach liqueur,1.0,ounce
Peach Prosecco,Prosecco,1.0,ounce
Peach Prosecco,lemon juice,0.5,ounce
Peach Prosecco,peach nectar,0.5,ounce
Peach Prosecco,Fee Brothers peach bitters (optional),2.0,dashes
Peach Prosecco,Peach wedge,N/A,N/A
The Buckley,fresh sage leaves,20.0,
The Buckley,sugar,1.0,cup
The Buckley,gin,1.0,ounce
The Buckley,Cocchi Aperitivo Americano or Lillet Blanc,0.5,ounce
The Buckley,freshly squeezed lime juice,0.75,ounce
The Buckley,Campari,0.25,ounce
The Buckley,Sage leaf for garnish,N/A,N/A
Old Pal,bourbon,3.0,tablespoons
Old Pal,Campari,2.0,tablespoons
Old Pal,dry vermouth,2.0,tablespoons
Old Pal,orange twist,1.0,
Rosa Mae,"London dry gin, preferably Gordon's",1.0,cup
Rosa Mae,orange pekoe or black tea bag,1.0,
Rosa Mae,honey,5.5,tablespoons
Rosa Mae,fresh lime juice,6.0,tablespoons
Rosa Mae,Licor 43,6.0,tablespoons
Rosa Mae,Soda water,N/A,N/A
Rosa Mae,lime wedges,4.0,
Rosa Mae,Fee Brothers Old Fashion Bitters,N/A,N/A
Pink Champagne Punch,water,2.75,cups
Pink Champagne Punch,sugar,0.25,cup
Pink Champagne Punch,long) strips lemon zest,2.0,(4-inch
Pink Champagne Punch,chilled bottled pomegranate juice,1.0,cup
Pink Champagne Punch,fresh lemon juice,3.0,tablespoons
Pink Champagne Punch,chilled pink sparkling wine or champagne,1750.0,milliliter bottle
Pink Champagne Punch,lemon twists,N/A,N/A
NewLook Bloody Mary,tomato juice (preferably Campbell's),4.0,cups
NewLook Bloody Mary,dill pickle juice,1.0,cup
NewLook Bloody Mary,fresh lemon juice,0.25,cup
NewLook Bloody Mary,prepared horseradish,1.0,tablespoon
NewLook Bloody Mary,Worcestershire sauce,2.0,teaspoons
NewLook Bloody Mary,curry powder,2.0,teaspoons
NewLook Bloody Mary,Sriracha,1.0,teaspoon
NewLook Bloody Mary,kosher salt,1.0,teaspoon
NewLook Bloody Mary,celery seeds,0.5,teaspoon
NewLook Bloody Mary,black pepper,0.25,teaspoon
NewLook Bloody Mary,vodka,2.0,cups
NewLook Bloody Mary,celery stalks,8.0,
NewLook Bloody Mary,lemon wedges,8.0,
HoneyBourbon Toddy,honey,2.0,tablespoons
HoneyBourbon Toddy,honey),6.0,"tablespoons bourbon (or better yet, Apple Bourbon, in which case you'll use 1 tablespoon"
HoneyBourbon Toddy,"x1/2"" strip of lemon peel",3.0,
HoneyBourbon Toddy,cinnamon stick,1.0,
The Long Hello,Calvados or other apple brandy,3.25,cups
The Long Hello,St-Germain (elderflower liqueur),1.0,cup
The Long Hello,"bitters, preferably Fee Brothers Whiskey Barrel Aged Bitters or Angostura",10.0,dashes
The Long Hello,"Champagne, chilled",1750.0,-milliliter bottle
The Long Hello,Freshly grated nutmeg,N/A,N/A
The Long Hello,Bundt or tube pan; 1 punch bowl,12.0,-cup
Simple Syrup,sugar,5.5,cups
Simple Syrup,water,5.5,cups
Gin Punch,Decorative ice block,N/A,N/A
Gin Punch,"navel oranges, cut into quarter-wheels",6.0,
Gin Punch,"lemons, cut into half-wheels",6.0,
Gin Punch,"limes, cut into wheels",3.0,
Gin Punch,fresh raspberries,1.0,pint
Gin Punch,cubes,1.0,"pineapple, cut into 1-inch"
Gin Punch,Plymouth gin,750.0,ml
Gin Punch,freshly squeezed lemon juice,3.25,cups
Gin Punch,simple syrup,2.75,cups
Gin Punch,orgeat or almond syrup,0.5,cup
Gin Punch,Massenez crème de framboise,1.0,cup
Gin Punch,water,3.0,cups
Gin Punch,Perrier-Jouët Grand Brut champagne,750.0,ml
Speakeasy Sparkler,"calvados, applejack or apple brandy",10.0,ounces
Speakeasy Sparkler,"ginger brandy, ginger cordial or ginger syrup",4.0,ounces
Speakeasy Sparkler,Meyer lemons,4.0,
Speakeasy Sparkler,Ice cubes,N/A,N/A
Speakeasy Sparkler,"sparkling cider, chilled",32.0,ounces
Speakeasy Sparkler,) crystallized ginger or lemon twists,8.0,pieces (about 2 ounces
The Last Word,gin,0.25,cup
The Last Word,Chartreuse liqueur,2.0,tablespoons
The Last Word,fresh lime juice,2.0,tablespoons
The Last Word,maraschino liqueur (such as Luxardo),2.0,tablespoons
The Last Word,lime twists,2.0,
The Last Word,Ingredient info: Luxardo maraschino liqueur is sold at well-stocked liquor stores and bevmo.com.,N/A,N/A
Mint Apple Crisp,-thick slices Granny Smith apple,0.25,-inch
Mint Apple Crisp,Simple Syrup,0.25,ounce
Mint Apple Crisp,fresh mint leaves,2.0,
Mint Apple Crisp,Heart of the Hudson apple vodka,2.0,ounces
Mint Apple Crisp,junmai saké,1.0,ounce
Mint Apple Crisp,Ice cubes,N/A,N/A
Mint Apple Crisp,"muddler, mixing glass, barspoon, fine-mesh strainer",N/A,N/A
Mint Apple Crisp,coupe,N/A,N/A
Mint Apple Crisp,thin slices Granny Smith apple,4.0,
Rittenhouse Inn Wassail Punch,whole cloves,12.0,
Rittenhouse Inn Wassail Punch,whole allspice,6.0,
Rittenhouse Inn Wassail Punch,"fresh ginger root, peeled and sliced",0.5,inch
Rittenhouse Inn Wassail Punch,cinnamon sticks,3.0,
Rittenhouse Inn Wassail Punch,whole white peppercorns,12.0,
Rittenhouse Inn Wassail Punch,gallon fresh apple cider,1.0,
Rittenhouse Inn Wassail Punch,cranberry juice,6.0,ounces
Rittenhouse Inn Wassail Punch,"light brown sugar, packed",0.75,cup
Rittenhouse Inn Wassail Punch,bourbon,10.0,-12 ounces
Rittenhouse Inn Wassail Punch,"cheesecloth, kitchen string, large pot",N/A,N/A
Rittenhouse Inn Wassail Punch,mugs,N/A,N/A
Rittenhouse Inn Wassail Punch,cinnamon stick per drink,1.0,
Stumptown Vanilla Flip,fresh egg white,1.0,
Stumptown Vanilla Flip,Navan vanilla liqueur,2.0,ounces
Stumptown Vanilla Flip,"fresh-brewed espresso, at room temperature",0.5,ounce
Stumptown Vanilla Flip,Mandarine Napoléon orange liqueur,0.75,ounce
Stumptown Vanilla Flip,Ice cubes,N/A,N/A
Stumptown Vanilla Flip,cocktail shakers,2.0,
Stumptown Vanilla Flip,cocktail,N/A,N/A
Stumptown Vanilla Flip,orange twist,N/A,N/A
Rye Witch,Kentucky rye whiskey (such as Rittenhouse Bottled-in-Bond or Wild Turkey),5.5,cups
Rye Witch,Strega (herbal liqueur),3.0,tablespoons
Rye Witch,Amontillado Sherry (such as Lustau or González Byass Del Duque),3.0,tablespoons
Rye Witch,No-Cook Simple Syrup,2.0,tablespoons
Rye Witch,orange bitters,12.0,dashes
Rye Witch,orange twists,12.0,
Parkside Fi,large mint sprigs,6.0,
Parkside Fi,orgeat syrup (almond; such as Monin),5.0,tablespoons
Parkside Fi,citrus vodka (such as Hangar One Buddha's Hand Citron or Absolut Citron),5.5,cups
Parkside Fi,fresh lemon juice,0.5,cup plus 1 tablespoon
Parkside Fi,club soda,5.5,cups
Cranberry Cobbler,sugar,0.75,cup
Cranberry Cobbler,fresh or frozen cranberries,1.0,cup
Cranberry Cobbler,"lemon, cut into wedges",1.0,
Cranberry Cobbler,"orange, sliced into thin rounds",0.5,
Cranberry Cobbler,London dry gin (such as Beefeater or Tanqueray),5.5,cups
Cranberry Cobbler,off-dry Sherry (such as Lustau East India Solera),0.5,cup plus 1 tablespoon
Cranberry Cobbler,mint sprigs,6.0,
Honey Rye,rye whiskey,5.0,tablespoons
Honey Rye,honey liqueur (such as Bärenjäger),3.0,tablespoons
Honey Rye,orange bitters,0.25,teaspoon
Honey Rye,Ginger ale,N/A,N/A
Honey Rye,orange twists,2.0,
Honey Rye,Ingredient info: Honey liqueur is available at well-stocked liquor stores and online from bevmo.com.,N/A,N/A
Watermelon Sugar,"jalapeño, halved lengthwise",1.0,
Watermelon Sugar,tequila blanco,0.75,cup
Watermelon Sugar,"3/4"" cubes seedless watermelon",2.0,cups
Watermelon Sugar,fresh lime juice,6.0,tablespoons
Watermelon Sugar,Simple Syrup,6.0,tablespoons
Watermelon Sugar,mezcal or gold tequila,0.25,cup
Raspberry Shrub,Simple Syrup,2.0,tablespoons
Raspberry Shrub,Raspberry Vinegar,2.0,tablespoons
Raspberry Shrub,brandy (optional),1.0,tablespoon
Raspberry Shrub,sparkling water or Prosecco,N/A,N/A
Raspberry Shrub,lemon slice or mint sprig,1.0,
Ros Bourbon and Blue,raw sugar,7.0,tablespoons
Ros Bourbon and Blue,"fresh blueberries, divided",2.0,cups
Ros Bourbon and Blue,brewed unsweetened black tea,2.0,cups
Ros Bourbon and Blue,fruity rosé,5.5,cups
Ros Bourbon and Blue,bourbon,1.0,cup
Ros Bourbon and Blue,fresh lemon juice,0.75,cup
Ros Bourbon and Blue,lemon slices,8.0,
Rubens Cooler No ,thinly sliced unpeeled cucumber,2.0,cups
Rubens Cooler No ,Hendrick's Gin,5.25,cups
Rubens Cooler No ,St-Germain liqueur,2.75,cups
Rubens Cooler No ,fresh lemon juice,1.0,cup
Rubens Cooler No ,kosher salt,1.0,teaspoon
Rubens Cooler No ,club soda,5.5,cups
Lemon Balm Honeysuckle,honey,6.0,tablespoons
Lemon Balm Honeysuckle,lemon vodka or white rum,2.0,cups
Lemon Balm Honeysuckle,fresh lemon juice,0.75,cup
Lemon Balm Honeysuckle,(loosely packed) fresh lemon balm leaves or mint leaves,1.0,cup
Lemon Balm Honeysuckle,lemon slices,8.0,
Sidewalker,Applejack,2.75,cups
Sidewalker,fresh lemon juice,2.75,cups
Sidewalker,pure maple syrup (preferably Grade B),0.75,cup
Sidewalker,apple cider vinegar,6.0,tablespoons
Sidewalker,chilled Hefeweizen beer,4.0,cups
Sidewalker,chilled club soda,0.75,cup
Sidewalker,lemon wedges,8.0,
TomatoWater Bloody Mary,"pounds tomatoes, chopped",4.0,
TomatoWater Bloody Mary,"pound Persian or English hothouse cucumbers, chopped",0.5,
TomatoWater Bloody Mary,"celery stalk, chopped",1.0,
TomatoWater Bloody Mary,prepared white horseradish,2.0,tablespoons
TomatoWater Bloody Mary,kosher salt and freshly ground black pepper,N/A,N/A
TomatoWater Bloody Mary,Sugar,N/A,N/A
TomatoWater Bloody Mary,(or more) vodka,2.0,tablespoons
TomatoWater Bloody Mary,Lemon slices,N/A,N/A
TomatoWater Bloody Mary,Cucumber spears,N/A,N/A
Papaya Margarita,sugar,1.0,cup
Papaya Margarita,"fresh lime juice, plus zest for garnish",0.5,cup plus 2 tablespoons
Papaya Margarita,minced fresh rosemary,5.5,teaspoon
Papaya Margarita,"papaya, seeded, or 1 large Hawaiian papaya, halved, seeded",0.5,large Mexican
Papaya Margarita,tequila blanco,0.75,cup
Papaya Margarita,fresh orchid blossoms (optional),4.0,
Spicy Grapefruit Margarita,tequila,2.0,cups plus 2 tablespoons
Spicy Grapefruit Margarita,"-2 habanero chiles, halved",1.0,
Spicy Grapefruit Margarita,Kosher salt,N/A,N/A
Spicy Grapefruit Margarita,fresh pink grapefruit juice,6.0,cups
MangoCucumber Wine Cooler,sugar,5.5,tablespoons
MangoCucumber Wine Cooler,Sauvignon Blanc,1750.0,milliliter bottle
MangoCucumber Wine Cooler,"hothouse cucumber, peeled, cut into 1/4"" rounds",1.0,
MangoCucumber Wine Cooler,"mango, pitted, peeled, finely diced",1.0,
MangoCucumber Wine Cooler,"sprigs fresh mint, divided",12.0,
MangoCucumber Wine Cooler,ginger ale,1.0,cup
Cactus Fruit Cocktails,"prickly pears, peeled",4.0,
Cactus Fruit Cocktails,Ice,N/A,N/A
Cactus Fruit Cocktails,tequila,4.0,ounces
Cactus Fruit Cocktails,triple sec,5.5,ounces
Cactus Fruit Cocktails,freshly squeezed lime juice,1.0,tablespoon
Cactus Fruit Cocktails,sugar,1.0,tablespoon
Cactus Fruit Cocktails,Coarse-grained salt for rimming (optional),N/A,N/A
Cactus Fruit Cocktails,Lime slices for garnish (optional),N/A,N/A
Smoke Signals,or hickory wood chips,2.0,cups pecan
Smoke Signals,Ice cubes,N/A,N/A
Smoke Signals,sugar,0.5,cup
Smoke Signals,", toasted",0.5,cup coarsely chopped pecans
Smoke Signals,Jack Daniel's or other whiskey,10.0,tablespoons
Smoke Signals,amontillado Sherry,6.0,tablespoons
Smoke Signals,fresh lemon juice,2.0,tablespoons
Southern Comfort Champagne Cocktail,Southern Comfort,1.0,ounce
Southern Comfort Champagne Cocktail,Dash Angostura bitters,N/A,N/A
Southern Comfort Champagne Cocktail,chilled champagne,4.0,ounces
Southern Comfort Champagne Cocktail,Twist lemon peel,N/A,N/A
Lemongrass Mojito,lemongrass stalks,2.0,
Lemongrass Mojito,large fresh mint leaves,6.0,
Lemongrass Mojito,sugar,3.0,tablespoons
Lemongrass Mojito,white rum,6.0,tablespoons
Lemongrass Mojito,fresh lime juice,3.0,tablespoons
Lemongrass Mojito,Ice cubes,N/A,N/A
Lemongrass Mojito,chilled club soda,1.0,cup
BookClub Buck,Amontillado sherry,2.0,ounces
BookClub Buck,Ginger-Lime-Infused Simple Syrup,1.0,ounce
BookClub Buck,) fresh lime juice,0.5,ounce (1 tablespoon
BookClub Buck,club soda,2.0,–3 ounces
BookClub Buck,"curl of lime peel, for garnish",N/A,N/A
Classic Champagne Cocktail,sugar cube,1.0,
Classic Champagne Cocktail,Angostura bitters,N/A,N/A
Classic Champagne Cocktail,Champagne,N/A,N/A
Classic Champagne Cocktail,"Lemon or orange twist, for garnish",N/A,N/A
Sparkling Apple Cocktail,apple juice,1.0,ounce
Sparkling Apple Cocktail,cognac,0.5,ounce
Sparkling Apple Cocktail,simple syrup,0.5,ounce
Sparkling Apple Cocktail,to 5 red or green apple chunks,4.0,
Sparkling Apple Cocktail,champagne,3.0,ounces
Limoncello Sparkle,limoncello (an Italian lemon liqueur),1.0,ounce
Limoncello Sparkle,Cointreau,0.5,ounce
Limoncello Sparkle,Champagne,N/A,N/A
Limoncello Sparkle,"Long lemon peel, for garnish",N/A,N/A
Sirens Song,champagne,3.0,ounces
Sirens Song,ginger beer,1.0,ounce
Sirens Song,raspberry puree,0.5,ounce
Sirens Song,raspberry liqueur,0.5,ounce
The Autumn Orchard,Cognac (such as Camus VS),0.25,cup
The Autumn Orchard,Calvados (apple brandy),0.25,cup
The Autumn Orchard,Cointreau or other orange liqueur,2.0,tablespoons
The Autumn Orchard,pear liqueur (such as Rothman and Winter or Mathilde),2.0,tablespoons
The Autumn Orchard,fresh lime juice,20.5,teaspoons
The Autumn Orchard,of Angostura bitters,2.0,dashes
The Autumn Orchard,Ice cubes,N/A,N/A
The Autumn Orchard,lime slices,2.0,
Chandon Brut Mojito,"to 10 fresh mint leaves, plus 1 leaf for garnish",7.0,
Chandon Brut Mojito,/15 ml Simple Syrup,0.5,oz
