,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,Unnamed: 0
106,2 cups ice,3/4 cup sweetened coconut cream,,,,,,,,,,,4 1/2 fluid ounces tequila,,,,,1 1/2 fluid ounces triple sec,1/4 cup sweetened flaked coconut,,,,,,['Coconut Margaritas']
107,4 cups ice cubes,"2 1/2 limes, rind removed",,,,,,,,,,,7 fluid ounces sweetened cream of coconut (such as Coco Lopez®),,,,,2 1/2 (1.5 fluid ounce) jiggers white rum (such as Bacardi®),5 sprigs fresh mint leaves,"2 mint sprigs, for garnish (optional)","2 lime wedges, for garnish (optional)",,,,['Cocojito (Frozen Mojito)']
108,1 fluid ounce vodka,1 fluid ounce triple sec,,,,,,,,,,,1 fluid ounce orange juice,,,,,1 fluid ounce fat free half-and-half,1 slice orange,,,,,,"[""AMAJO's Creamsicle® Martini""]"
109,1 (10 ounce) can frozen pina colada mix,"1 cup crushed pineapple in juice, undrained",,,,,,,,,,,1 cup vanilla ice cream,,,,,1 (750 milliliter) bottle mango flavored rum,8 cubes  ice,1/4 cup whipping cream,4 cherries with stems,,,,"[""Next Best Thing to Lulu's Pina Colada""]"
110,"1/4 cup frozen strawberries, thawed",1 1/4 fluid ounces amaretto liqueur,,,,,,,,,,,2 (1/2 cup) scoops vanilla ice cream,,,,,1 dash vanilla extract,1/2 cup crushed ice,1/4 fluid ounce vanilla-flavored vodka (optional),1 tablespoon whipped cream,1 fresh strawberry,,,['Strawberry Shortcake Drink']
111,1 (15 ounce) can cream of coconut (such as Coco Lopez®),1 cup ice,,,,,,,,,,,3/4 cup tequila (such as Sauza® 100% Blue Agave),,,,,1/2 cup freshly squeezed lime juice,1/4 cup brandy-based orange liqueur (such as Grand Marnier®),,,,,,['Creamy Coconut Margarita']
112,2 tablespoons lemon juice,2 tablespoons lime juice,,,,,,,,,,,3/4 cup banana liqueur,,,,,1/2 cup tequila,1/4 cup triple sec (orange-flavored liqueur),6 ice cubes,2 large bananas,,,,['Frozen Banana Margaritas']
113,1/2 cup strawberries,1 fluid ounce light rum,,,,,,,,,,,1 fluid ounce coconut rum,,,,,1 banana,2 fluid ounces pineapple juice,2 fluid ounces cream of coconut,,,,,['Lava Flow']
114,1/2 cup Irish whiskey,3 tablespoons white sugar,,,,,,,,,,,1/2 cup fresh lemon juice,,,,,4 cups ice cubes,,,,,,,['Lemon Whiskey Slush']
115,1 1/2 cups ice,2 fluid ounces tequila,,,,,,,,,,,4 fluid ounces orange juice,,,,,1 cup ice,3/4 fluid ounce grenadine syrup,,,,,,['Tequila Sunrise Cocktail']
116,2 cups limeade prepared from concentrate,1/2 cup pineapple juice,,,,,,,,,,,1/2 cup orange juice,,,,,2 fluid ounces tequila,1 fluid ounce orange liqueur,,,,,,['A Fantastic Margarita']
117,1 (1.5 fluid ounce) jigger tequila,3/4 cup freshly squeezed orange juice,,,,,,,,,,,ice cubes,,,,,1/2 (1.5 fluid ounce) jigger grenadine syrup,"1 slice orange, for garnish",1 maraschino cherry for garnish,,,,,['Tequila Sunrise']
118,2 limes,1/4 cup white sugar,,,,,,,,,,,"1 red grapefruit, halved widthwise",,,,,1/4 cup kosher salt,"1 cup ice cubes, or as needed",4 fluid ounces tequila,"2 tablespoons simple syrup, or to taste",4 fluid ounces club soda,,,['Grilled Grapefruit Paloma Cocktail']
119,2 cups sweet and sour mix,1 cup triple sec,,,,,,,,,,,1 1/2 cups gold tequila,,,,,1/3 cup brandy-based orange liqueur (such as Grand Marnier®),"2 limes, quartered",,,,,,['Margaritas on the Rocks']
120,5 fluid ounces sweet-and-sour cocktail mix,2 fluid ounces premium tequila,,,,,,,,,,,1 fluid ounce cointreau,,,,,1 fluid ounce Chambord (raspberry liqueur),2 cups ice cubes,margarita salt,"1 lime, cut into 4 wedges",,,,['The BEST Raspberry Margarita!']
121,1 wedge lime,coarse salt,,,,,,,,,,,ice,,,,,1 (1.5 fluid ounce) jigger tequila,5 fluid ounces lemonade,,,,,,['Salty Chihuahua']
122,3 (3 ounce) packages lime-flavored gelatin mix (such as Jell-O®),1 (3 ounce) package lemon-flavored gelatin mix (such as Jell-O®),,,,,,,,,,,2 1/2 cups boiling water,,,,,1 2/3 cups premium tequila,2/3 cup triple sec,2/3 cup brandy-based orange liqueur (such as Grand Marnier®),1/2 cup sweetened lime juice,2 cups sparkling water,"1 lime, zested","1 pinch margarita salt, or as needed",['Top Shelf Sparkling Margarita Jell-O®']
123,1 (12 fluid ounce) can frozen limeade concentrate,12 fluid ounces tequila,,,,,,,,,,,12 fluid ounces water,,,,,12 fluid ounces beer,ice,"1 lime, cut into wedges",,,,,['Beer Margaritas']
124,1 (6 ounce) can frozen limeade concentrate,6 fluid ounces tequila,,,,,,,,,,,2 fluid ounces triple sec,,,,,,,,,,,,['Margaritas']
125,6 fluid ounces tequila,2 fluid ounces triple sec,,,,,,,,,,,8 ounces frozen sliced strawberries in syrup,,,,,4 fluid ounces frozen limeade concentrate,,,,,,,['Ultimate Frozen Strawberry Margarita']
126,"4 fluid ounces amaretto liqueur, plus additional",white sugar,,,,,,,,,,,6 fluid ounces frozen limeade concentrate,,,,,6 fluid ounces tequila,1/2 cup orange juice,6 cups ice,,,,,['Italian Amaretto Margaritas']
127,5 fluid ounces tequila,3 fluid ounces fresh lime juice,,,,,,,,,,,1 fluid ounce sweetened lime juice,,,,,3 fluid ounces triple sec (orange-flavored liqueur),ice cubes,"1 lime, cut into wedges",rimming salt,,,,"[""Parker's Famous Margaritas""]"
128,2 quarts ice cubes,1 (12 fluid ounce) can frozen limeade concentrate,,,,,,,,,,,12 fluid ounces tequila (measure with empty limeade can),,,,,1/4 cup Cointreau,Garnish:,margarita or kosher salt for the rims,lime slices cut in half,,,,['Easy Frozen Margaritas']
129,6 fluid ounces tequila,2 fluid ounces triple sec,,,,,,,,,,,8 ounces frozen strawberries,,,,,4 fluid ounces frozen limeade concentrate,6 cups ice,,,,,,['Frozen Strawberry Margarita']
130,2 limes,1/4 cup white sugar,,,,,,,,,,,3 tablespoons water,,,,,1 cup premium tequila,2 tablespoons brandy-based orange liqueur (such as Grand Marnier®),"1 lime, sliced into rounds",coarse salt,,,,['Margaritas to Die For']
131,1 (12 fluid ounce) can limeade concentrate,1 1/2 cups gold tequila,,,,,,,,,,,3 (12 fluid ounce) cans Mexican beer,,,,,"1 whole lime, cut into 6 wedges",,,,,,,['Mexicali Beer Margaritas']
132,1 (12 fluid ounce) can frozen limeade concentrate,6 fluid ounces beer,,,,,,,,,,,6 fluid ounces tequila,,,,,4 cups ice,"1 lime, sliced",,,,,,['Yummy Margaritas']
133,6 fluid ounces tequila,1 (6 ounce) can frozen limeade concentrate,,,,,,,,,,,4 fluid ounces triple sec liqueur,,,,,6 cups ice,2 bananas,1/4 cup coarse granulated sugar,,,,,['Banana Margaritas']
134,2 (12 fluid ounce) cans frozen limeade concentrate,1 liter artificially sweetened citrus soda,,,,,,,,,,,12 fluid ounces tequila,,,,,,,,,,,,['Wonderful Margaritas']
135,2 (1.5 fluid ounce) jiggers tequila,1 (1.5 fluid ounce) jigger triple sec liqueur,,,,,,,,,,,1 (1.5 fluid ounce) jigger fresh lime juice,,,,,"1 mango - peeled, seeded, and sliced",4 ice cubes,1/4 cup mango nectar,,,,,['Mangorita']
136,5 ice cubes,1 (1.5 fluid ounce) jigger vodka,,,,,,,,,,,1 fluid ounce peach schnapps,,,,,1 fluid ounce white cranberry juice,1 ounce lychee juice (from a can of lychees),"1 lychee, for garnish",,,,,['Lychee Martini']
137,3/4 fluid ounce vodka (such as Absolut®),3/4 fluid ounce lemon juice,,,,,,,,,,,"2 1/2 teaspoons white sugar, or to taste",,,,,"1 lemon, cut into wedges",,,,,,,['Lemon Drop Shots']
138,ice cubes,1 (1.5 fluid ounce) jigger vodka,,,,,,,,,,,1 (1.5 fluid ounce) jigger cranberry juice,,,,,1 (1.5 fluid ounce) jigger grapefruit juice,2 (1.5 fluid ounce) jiggers sparkling water,1 lime wedge,,,,,['Sparkling Sea Breeze']
139,ice cubes,2 fluid ounces vodka,,,,,,,,,,,2 fluid ounces fresh pineapple juice,,,,,1/2 fluid ounce raspberry-flavored liqueur (such as Chambord®),1 slice fresh pineapple,1 (3 inch) lemon peel,,,,,['French Martini']
140,1 pound tomatoes,"1/4 cup olive oil, divided",1/2 teaspoon celery salt,1 dash Worcestershire sauce,"1 dash hot sauce (such as Tabasco®), or to taste (optional)",ice,"6 fluid ounces vodka, divided",,,,,,"1 teaspoon salt, divided",,,,,1 red bell pepper,"1 small onion, quartered",1 poblano pepper,"3 cloves garlic, unpeeled","1 lemon, halved",1 1/2 teaspoons grated fresh horseradish,1 teaspoon seafood seasoning (such as Old Bay®),['Grilled Gazpacho Bloody Mary']
141,"1/4 cup ice, or as desired",1 (1.5 fluid ounce) jigger vodka,,,,,,,,,,,1 (1.5 fluid ounce) jigger cranberry juice,,,,,1 (1.5 fluid ounce) jigger citrus-flavored soda (such as Fresca®),1 wedge lime,,,,,,['The Shaner Bill']
142,1 teaspoon white sugar,1 teaspoon fresh lemon juice,,,,,,,,,,,1 fluid ounce pomegranate juice,,,,,2 fluid ounces vodka (such as Tito's®),3 ice cubes,2 strips lemon peel,,,,,['Happy Birthday Martini']
143,1 lemon,"4 cups water, or as needed, divided",,,,,,,,,,,1 cup white sugar,,,,,"6 large lemons, juiced",1 1/2 cups vodka,"1 cup ice cubes, or as needed","1 large lemon, sliced",,,,['Hard Lemonade']
144,1 1/2 fluid ounces vodka,4 fluid ounces cranberry juice,,,,,,,,,,,1 fluid ounce orange juice,,,,,1/2 cup ice,1 lime wedge,,,,,,['Madras Cocktail']
145,1 (750 milliliter) bottle dry white wine,3/4 cup peach flavored vodka,,,,,,,,,,,"6 tablespoons frozen lemonade concentrate, thawed",,,,,1/4 cup white sugar,"1 pound white peaches, pitted and sliced","3/4 cup seedless red grapes, halved","3/4 cup seedless green grapes, halved",,,,['White Peach Sangria']
146,1 cup water,1 cup white sugar,,,,,,,,,,,1/2 cup brown sugar,,,,,2 cups vodka,2 tablespoons almond extract,2 teaspoons vanilla extract,,,,,['Amaretto']
147,"1 (12 fluid ounce) can frozen pink lemonade concentrate, thawed",12 fluid ounces water,,,,,,,,,,,12 fluid ounces vodka,,,,,1 (12 fluid ounce) can or bottle beer,,,,,,,['Summer Beer II']
148,1/2 gallon apple cider,1/2 gallon apple juice,,,,,,,,,,,4 cinnamon sticks,,,,,1 whole clove,1 cup white sugar,1 cup brown sugar,3 cups 190 proof grain alcohol (such as Everclear®),2 cups vanilla vodka,,,"[""Grandma's Apple Pie 'Ala Mode' Moonshine""]"
149,1 (1.5 fluid ounce) jigger vodka,1/2 fluid ounce cointreau,,,,,,,,,,,1 teaspoon fresh lime juice,,,,,1 1/2 fluid ounces cranberry juice,"1 twist lime zest, garnish",,,,,,['Cosmopolitan']
150,10 lemons,1 liter vodka,,,,,,,,,,,3 cups white sugar,,,,,4 cups water,,,,,,,['Limoncello']
151,1 cup ice cubes,2 fluid ounces vodka,,,,,,,,,,,4 fluid ounces cranberry juice,,,,,1/2 fluid ounce orange juice,,,,,,,['Red Rooster']
152,1 (16 ounce) can frozen pineapple juice concentrate,1 (12 fluid ounce) can frozen orange juice concentrate,,,,,,,,,,,12 fluid ounces vodka,,,,,"2 (2 liter) bottles lemon-lime flavored carbonated beverage, chilled",1 (4 ounce) jar maraschino cherries,"4 oranges, sliced into rounds",2 trays ice cubes,,,,['Party Punch IV']
153,1 (1.5 fluid ounce) jigger vodka,1/2 fluid ounce orange liqueur,,,,,,,,,,,1/2 fluid ounce dry vermouth,,,,,2 (1.5 fluid ounce) jiggers cranberry juice,1 cup ice,cranberries,,,,,['Cranberry Martini']
154,6 fluid ounces vodka,1 dash dry vermouth,,,,,,,,,,,1 fluid ounce brine from olive jar,,,,,4 stuffed green olives,,,,,,,['Dirty Martini']
155,4 cups ice cubes,1 (6 ounce) can frozen lemonade concentrate,,,,,,,,,,,1 (12 fluid ounce) can or bottle beer,,,,,12 fluid ounces vodka,,,,,,,['Summer Beer I']
156,1 fluid ounce hazelnut liqueur,1/2 fluid ounce vodka,,,,,,,,,,,"1 lemon, cut into wedges",,,,,white sugar,,,,,,,['Chocolate Cake Shot']
157,1 fluid ounce vodka,1 fluid ounce peach schnapps,,,,,,,,,,,3 fluid ounces orange juice,,,,,3 fluid ounces cranberry juice,,,,,,,['Sex on the Beach III']
158,1 (12 fluid ounce) can frozen raspberry lemonade concentrate,12 fluid ounces vodka,,,,,,,,,,,1 lime,,,,,,,,,,,,"[""Rebecca's Rockin' Vodka Lemonade""]"
159,1 fluid ounce coffee flavored liqueur,1 fluid ounce vodka,,,,,,,,,,,1/2 cup cream or milk,,,,,,,,,,,,['White Russian']
160,1 1/2 fluid ounces vodka,1/2 fluid ounce lime juice,,,,,,,,,,,ice cubes,,,,,1/2 cup ginger beer,1 lime wedge for garnish,,,,,,['Moscow Mule Cocktail']
161,1 cup boiling water,1 tea bag,,,,,,,,,,,1 (1.5 fluid ounce) jigger Irish whiskey,,,,,1 tablespoon milk,1 teaspoon white sugar,,,,,,['Whisky Tea']
162,"3 (12 fluid ounce) cans frozen orange juice concentrate, thawed","1 (12 fluid ounce) can frozen lemonade concentrate, thawed",,,,,,,,,,,18 cups water,,,,,2 cups whiskey,26 maraschino cherries,26 orange slices for garnish,,,,,['Whiskey Sours']
163,1/4 cup blended Scotch whiskey,2 tablespoons sweet vermouth,,,,,,,,,,,4 ice cubes,,,,,2 dashes Angostura bitters,1 maraschino cherry,,,,,,['Rob Roy']
164,1 fluid ounce Tennessee whiskey (such as Jack Daniels ®),1 fluid ounce triple sec,,,,,,,,,,,1 fluid ounce sweet and sour mix,,,,,1 1/2 cups ice,2 fluid ounces lemon-lime soda,1 lemon wheel,,,,,['Lynchburg Lemonade Cocktail']
165,1 cup heavy cream,1 (14 ounce) can sweetened condensed milk,,,,,,,,,,,1 2/3 cups Irish whiskey,,,,,1 teaspoon instant coffee granules,2 tablespoons chocolate syrup,1 teaspoon vanilla extract,1 teaspoon almond extract,,,,['Original Irish Cream']
166,1 teaspoon honey,2 fluid ounces boiling water,,,,,,,,,,,1 1/2 fluid ounces whiskey,,,,,3 whole cloves,1 cinnamon stick,1 slice lemon,1 pinch ground nutmeg,,,,['Hot Toddy']
167,1 (12 fluid ounce) can frozen lemonade concentrate,1 (6 ounce) can frozen orange juice concentrate,,,,,,,,,,,2 cups strong brewed black tea,,,,,1 cup white sugar,2 cups whiskey,7 cups water,1 liter ginger ale soda,"2 lemons - cut into wedges, for garnish",,,['Whiskey Slush']
168,1 fluid ounce simple syrup,2 fluid ounces fresh lemon juice,,,,,,,,,,,5 fluid ounces whiskey,,,,,ice cubes,3 maraschino cherries for garnish,,,,,,['Classic Whiskey Sour']
169,1 (1.5 fluid ounce) jigger sour apple schnapps,1 (1.5 fluid ounce) jigger Canadian whiskey,,,,,,,,,,,1 (1.5 fluid ounce) jigger cranberry juice,,,,,,,,,,,,['Red Apple Martini']
170,4 cups half-and-half,1 cup white sugar,,,,,,,,,,,"11 egg yolks, beaten",,,,,1 teaspoon vanilla extract,2 cups heavy cream,2/3 cup dark rum,1/2 cup Scotch whiskey,1 pint vanilla ice cream,,,['Eggnog Blend']
171,1 (1.5 fluid ounce) jigger Irish cream liqueur,1 (1.5 fluid ounce) jigger Irish whiskey,,,,,,,,,,,1 cup hot brewed coffee,,,,,1 tablespoon whipped cream,1 dash ground nutmeg,,,,,,['Irish Coffee']
172,2 fluid ounces whiskey,1/2 fluid ounce sweet vermouth,,,,,,,,,,,1 dash bitters (optional),,,,,1 cup ice cubes,1 maraschino cherry for garnish,,,,,,['True Manhattan']
173,"1 (12 fluid ounce) can frozen lemonade concentrate, thawed",1 (6 ounce) can frozen orange juice concentrate,,,,,,,,,,,1 cup white sugar,,,,,1 1/2 cups bourbon whiskey,2 1/4 cups brewed tea,6 cups water,,,,,['Bourbolicious']
174,3/4 fluid ounce Irish whiskey,3/4 fluid ounce Irish cream liqueur,,,,,,,,,,,6 fluid ounces Irish stout beer,,,,,,,,,,,,['Irish Car Bomb II']
175,6 (12 fluid ounce) cans or bottles beer,1 (12 fluid ounce) can frozen lemonade concentrate,,,,,,,,,,,1 pint whiskey,,,,,,,,,,,,"['Hop, Skip, and Go Naked']"
176,1 gallon apple juice,1 (2 liter) bottle cold ginger ale,,,,,,,,,,,1 cup brown sugar,,,,,1 pint whiskey,1 pint spiced rum,3 (3 inch) cinnamon sticks,,,,,['Liquid Hot Apple Pie']
177,1 cup ice cubes,"1 fluid ounce Canadian whiskey, such as Crown Royal™",,,,,,,,,,,1 fluid ounce Kahlua or other coffee flavored liqueur,,,,,1/2 cup root beer,2 fluid ounces milk,,,,,,['Whiskey Paralyzer']
0,2 oz. amaro (such as Nonino),3 oz. Lambrusco,,,,,,,,,,,Cherry soda (for serving),,,,,1 maraschino cherry,,,,,,,Spiced Cherry Spritz
1,2 oz. Pimm’s No. 1,3 oz. Prosecco,,,,,,,,,,,Splash of Dr. Brown's Cel-Ray soda,,,,,1 sprig celery leaves,,,,,,,Pimm's Spritz
2,3 pitted green olives,2 oz. Aperol,,,,,,,,,,,3 oz. Prosecco,,,,,Splash of club soda,,,,,,,Aperol Spritz
3,2 oz. Campari,3 oz. dry rosé,,,,,,,,,,,Splash of lemon soda,,,,,1 lemon wheel,,,,,,,Campari Spritz
4,1 thin slice peeled ginger,2 oz. Lillet,,,,,,,,,,,3 oz. cava,,,,,Splash of ginger beer,,,,,,,Ginger Spritz
5,1 1/2 ounces gin (preferably Plymouth),1 1/2 ounces Lillet Blanc,,,,,,,,,,,1/2 ounce Suze liqueur,,,,,Lemon twist (for serving),,,,,,,White Negroni
6,1 cup aged rum,1 cup sweet vermouth,,,,,,,,,,,1/2 cup fresh lemon juice,,,,,1/4 cup simple syrup,4 dashes Angostura bitters,"1/2 red apple, very thinly sliced, plus more for serving","3 (3x1"") strips orange zest, very thinly sliced, plus more for serving",1 (12-ounce) bottle dry hard apple cider,,,Apple Cider and Rum Punch
7,"2 cups gin, tequila, or mezcal",1 1/2 cups Aperol,,,,,,,,,,,"1 (16-ounce) bottle chilled kombucha, preferably ginger or lemon flavored",,,,,4 (12-ounce) cans chilled club soda,"2 tangerines or oranges, halved through stem ends, thinly sliced",,,,,,Aperol-Kombucha Cocktail
8,2 ounces pear juice,1 ounce dry gin,,,,,,,,,,,1/2 ounce Chartreuse liqueur,,,,,4 teaspoons fresh lemon juice,1 capsule (1/4 teaspoon) activated charcoal powder,1 dried sage leaf,A lighter,,,,The Witching Hour
9,3 cups pomegranate juice,"5 (3"") cinnamon sticks",,,,,,,,,,,1/2 teaspoon whole allspice,,,,,"1 (4"") piece peeled fresh ginger, thinly sliced (about 3/4 cup), divided",1 (750-ml) bottle red wine,"1 Bartlett pear, quartered lengthwise, thinly sliced crosswise",1/2 cup pomegranate seeds,1/2 cup spiced rum,1 (750-ml) bottle pear or apple sparkling cider,,Thanksgiving Sangria
10,1 1/2 cups fresh or frozen red berries,3/4 cup sugar,,,,,,,,,,,1 1/4 cups vodka,,,,,3/4 cup fresh lemon juice,1 teaspoon rose water,Fresh or frozen red berries,Small roses or rose petals,,,,Spiked Rose Lemonade
11,1 fresh pineapple (about 4 pounds),1 cup white rum,,,,,,,,,,,1/4 cup fresh lime juice,,,,,"1/3 cup mint leaves, plus more for garnish",1 tablespoon (or more) sugar (optional),"Cocktail umbrellas, sliced fruit, flowers, maraschino cherries, and/or any other tiki drink decoration (optional)",,,,,Frozen Pineapple Mojito
12,"4 navel oranges, halved",Kosher salt (optional),,,,,,,,,,,"1 lime, cut into 6 wheels",,,,,1 1/4 cups añejo tequila,6 tablespoons fresh lime juice (from about 2 limes),,,,,,3-Ingredient Grilled Orange Margarita
13,1 tablespoon kosher salt,2 teaspoons paprika,,,,,,,,,,,1 teaspoon chipotle chile powder,,,,,2 cups fresh grapefruit juice,1 1/2 cups tequila,1/2 cup pomegranate juice,1/3 cup fresh lime juice,1/4 teaspoon rose water,1 1/2 cups (or more) ginger beer,Grapefruit wedges (for serving),Rosy Boa Cocktail
14,"8 black tea bags, preferably English breakfast",5 tablespoons sugar,,,,,,,,,,,"3 1/2 cups store-bought or homemade lemonade, divided",,,,,"1 cup vodka, divided",Lemon wheels (for garnish),4 ice cube trays,,,,,Frozen Boozy Arnold Palmer
15,9 ounces fresh blackberries (about 1 1/2 cups),1 cup sugar,,,,,,,,,,,2 cups chilled dry gin,,,,,3/4 cup fresh lemon juice,2 cups chilled club soda,Lemon wheels (for serving),,,,,Blackberry Collins
16,1 1/4 ounces Highwest Campfire whiskey or blended Scotch,3/4 ounce fresh lemon juice,,,,,,,,,,,3/4 ounce simple syrup,,,,,8 ounces chilled lager,Lemon twist (for serving),,,,,,Cowboy Shandy
17,1 1/4 ounces gin,3/4 ounce fresh lemon juice,,,,,,,,,,,1 1/2 teaspoons honey,,,,,8 ounces chilled Pilsner,Dash of Angostura bitters (optional),Lemon slice (for serving),,,,,Beer's Knees
18,1 tablespoon kosher salt,Pinch of cayenne pepper,,,,,,,,,,,3/4 ounce fresh lime juice,,,,,2 dashes hot sauce (preferably Cholula),1 dash Worcestershire sauce,8 ounces chilled Mexican beer (such as Negra Modelo),Lime wedge (for serving),,,,Chile-Salt Michelada
19,3/4 ounce Campari,3/4 ounce tequila blanco,,,,,,,,,,,3/4 ounce fresh lime juice,,,,,1/2 ounce agave nectar,8 ounces chilled American IPA,Lime wheel (for serving),,,,,Afternoon Siesta
20,"1 bottle (375 ml) sour beer, such as Almanac Citra Sour, chilled",3/4 cup water,,,,,,,,,,,1/4 cup honey,,,,,3 sprigs fresh rosemary,1 piece (3 inches by 1 inch) grapefruit peel,"1 1/2 cups fresh grapefruit juice (from 2 grapefruits), strained to remove pulp and seeds",,,,,So Radler
21,Coarse salt,2 lime wedges,,,,,,,,,,,"2 ounces tomato juice (canned, bottled, or fresh)",,,,,1 ounce fresh lime juice,1/2 ounce hot sauce,1/4 ounce Worcestershire sauce,1/2 teaspoon Tajín Clásico,"1 bottle (12 ounces) pale lager, such as Corona Extra, chilled",,,Classic Michelada
22,3/4 ounce fresh lime juice,3/4 ounce crème de banana (preferably Giffard),,,,,,,,,,,8 ounces chilled lager,,,,,Lime wedge (for serving),,,,,,,Top Banana
23,1/2 cup dried hibiscus flowers,1/2 cup sugar,,,,,,,,,,,"3 cups cilantro leaves with tender stems, divided",,,,,1/2 cup mezcal,1/4 cup fresh lime juice,Cilantro flowers or sprigs (for serving),,,,,Mezcal Cocktail with Hibiscus and Cilantro
24,3 cups water,2 1/2 cups sugar,,,,,,,,,,,8 chamomile tea bags,,,,,4 cups fresh grapefruit juice,"1 pint fresh strawberries, hulled and sliced",3 cups bourbon,A few good dashes of bitters,"Ice cubes or an ice mold, for serving","Fresh chamomile flowers, for garnish (optional)",,"Strawberry, Grapefruit, and Chamomile Brunch Punch"
25,"15ml (3 teaspoons) Champagne or sparkling wine (this can be flat, left over from a party)",15g (about 3 1/4 teaspoons) caster or superfine sugar,,,,,,,,,,,25ml (5 teaspoons) Cocchi Vermouth di Torino,,,,,15ml (3 teaspoons) Campari,35ml (about 2 tablespoons plus 1 teaspoon) soda water,"2 scoops of orange sorbet, preferably blood orange","A slice of orange (use blood orange, if in season)",,,,Blood Orange–Champagne Ice Cream Float
26,2 cups frozen mango,6 ounces aged rum,,,,,,,,,,,4 ounces coconut rum,,,,,5 tablespoons sweetened condensed milk,"Cocktail umbrellas, sliced fruit, flowers, maraschino cherries, and/or any other tiki drink decoration (optional)",,,,,,Mango Castaway
27,1 tablespoon chopped unpeeled fresh ginger,1/2 teaspoon whole cloves,,,,,,,,,,,1 teaspoon loose or 1 bag Darjeeling tea,,,,,3/4 ounce Jamaican black rum,3/4 ounce cognac,1 tablespoon honey,2 teaspoons fresh lemon juice,Lemon wedge (for serving),,,Moneygun Hot Toddy
28,"1/2 lime, cut into 3/4-inch pieces",2 teaspoons light brown sugar,,,,,,,,,,,1/8 white grapefruit,,,,,"1 kumquat, halved",2 ounces aged white rum,,,,,,Mixed Citrus Daiquiri
29,"2 teaspoons cardamom pods, crushed (about 20 pods)",2 teaspoons whole coriander seeds,,,,,,,,,,,1/4 teaspoon whole black peppercorns,,,,,"11 (3"") cinnamon sticks, divided","1 (2"") piece ginger, unpeeled, thinly sliced",2 medium oranges,6 tablespoons honey,3 tablespoons whole leaf black tea or 3 bags black tea,9 ounces dark rum,,Chai-Spiced Hot Toddy
30,1 1/3 cups raw sugar,"3 tablespoons allspice berries, cracked",,,,,,,,,,,2 tablespoons whole cloves,,,,,2 (3-inch) cinnamon sticks,1 (750 ml) bottle amontillado sherry (preferably Lustau),1 (750 ml) bottle dry vermouth (preferably Dolin),1 1/2 cups plus 1 tablespoon cranberry juice cocktail,1 1/2 cups plus 1 tablespoon fresh lemon juice,"Blood orange or navel orange wheels, fir sprigs (optional), cranberries, and cinnamon sticks (for serving)",,Under-the-Mistletoe Punch
31,6 sprigs thyme,1 cup fresh or frozen cranberries,,,,,,,,,,,1/4 cup sugar,,,,,2 ounces fresh lemon juice,1 ounce Campari,12 ounces Champagne or dry sparkling wine,Fresh cranberries (for serving),,,,Cran Royale
32,"Lemon slice, clear sanding sugar or edible glitter, and lemon twists (for serving; optional)",4 ounces crème de violette,,,,,,,,,,,2 ounces fresh clementine or orange juice,,,,,2 ounces fresh lemon juice,2 ounces gin,Champagne or sparkling wine (for serving; about 10 ounces),,,,,Midnight Sparkler Cocktail
